"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"KDELR3",9,705,39,554,780,731,117,940,672,910,38,51,250,500,908,321,837,21,31,970,264,17,69,839,15,542,910,323,324,486,538,128,135,462,18,712,411,492,601,741,239,86,0,122,914,606,198,545,457,619,203,676,628,182,512,11,977,725
"CXCL8",549,688,331,28,985,191,269,212,581,309,224,718,745,878,67,345,380,554,909,198,544,42,957,170,117,895,530,455,631,618,894,991,339,741,838,953,329,407,197,999,593,642,122,0,253,146,525,407,464,673,587,582,824,292,667,990,346,44
"CALR",172,246,802,246,592,697,80,898,167,881,941,705,232,171,273,729,866,694,130,652,614,243,847,767,917,483,777,795,319,210,884,433,241,372,299,697,851,229,46,215,509,210,914,253,0,828,245,385,407,472,656,111,41,890,649,811,261,617
"HYOU1",395,371,766,644,696,345,382,551,154,349,221,494,331,726,238,166,839,810,125,965,867,316,71,684,853,332,530,839,102,687,229,8,196,328,165,360,160,679,125,361,380,31,606,146,828,0,13,249,763,853,170,419,30,120,388,533,791,299
"GSK3A",110,54,142,269,645,464,232,184,531,745,955,34,569,416,427,889,562,143,429,102,955,328,82,892,402,288,536,168,321,158,254,157,214,447,127,476,749,19,32,97,428,276,198,525,245,13,0,21,391,189,72,122,0,15,221,465,375,395
"ASNS",956,470,165,168,757,350,119,329,29,110,618,828,999,809,47,106,781,263,568,912,975,710,346,412,883,921,677,566,20,381,975,920,23,867,561,530,647,991,806,817,23,698,545,407,385,249,21,0,42,995,291,891,896,698,599,933,353,34
"PREB",528,110,957,30,540,978,945,289,772,37,704,801,475,852,83,464,192,81,153,732,164,202,148,452,353,732,119,851,347,69,749,42,486,200,573,799,888,511,262,457,633,938,457,464,407,763,391,42,0,244,491,923,41,643,257,836,709,572
"SSR1",846,828,551,55,381,864,531,406,182,43,483,658,377,700,5,14,614,470,9,402,996,209,321,921,418,428,614,953,441,723,295,453,658,78,281,688,944,473,546,185,427,816,619,673,472,853,189,995,244,0,231,45,47,89,458,928,832,529
"CXXC1",911,119,519,182,223,615,329,513,962,156,973,950,579,167,178,172,267,933,5,173,660,786,390,599,158,552,500,468,764,672,194,756,21,721,46,860,755,82,0,932,602,174,203,587,656,170,72,291,491,231,0,67,91,29,25,810,155,228
"MYDGF",975,32,434,696,86,119,147,82,710,74,58,136,564,328,424,971,52,395,64,399,793,80,56,835,647,9,477,218,407,412,450,21,537,177,377,446,584,834,554,805,851,5,676,582,111,419,122,891,923,45,67,0,262,841,409,164,143,487
"PPP2R5B",772,117,818,775,253,77,18,483,438,79,7,322,915,670,202,107,58,25,15,902,31,297,199,14,2,447,662,662,208,478,0,26,180,367,470,334,199,139,629,32,856,318,628,824,41,30,0,896,41,47,91,262,0,56,321,772,3,969
"GOSR2",515,73,143,936,22,986,69,175,143,0,788,324,374,751,122,578,369,52,1,919,191,412,7,842,232,290,796,299,323,823,936,6,772,67,157,594,245,360,445,60,673,196,182,292,890,120,15,698,643,89,29,841,56,0,370,895,232,622
"ATF4",139,537,500,182,513,302,706,45,89,54,919,222,25,431,703,251,549,376,916,765,548,568,44,751,53,954,507,976,562,720,600,358,251,614,786,498,120,312,630,11,173,726,512,667,649,388,221,599,257,458,25,409,321,370,0,157,446,51
"GFPT1",2,861,503,862,958,994,74,641,302,863,242,26,790,361,963,249,841,245,504,772,430,104,127,701,481,582,488,100,602,479,414,297,380,796,472,388,512,567,328,575,979,561,11,990,811,533,465,933,836,928,810,164,772,895,157,0,309,730
"PDIA6",111,49,782,750,251,921,589,797,190,71,890,268,837,585,37,883,977,204,6,634,182,353,0,457,706,113,169,556,261,663,840,46,237,96,954,77,219,614,277,653,712,26,977,346,261,791,375,353,709,832,155,143,3,232,446,309,0,770
"ATF3",254,979,658,337,436,657,943,832,891,828,485,712,990,481,461,477,837,546,276,559,177,894,8,12,525,693,370,567,228,685,735,450,128,935,594,817,153,166,386,306,9,904,725,44,617,299,395,34,572,529,228,487,969,622,51,730,770,0
