"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"KLHDC3",211,781,548,15,518,615,385,282,328,143,0,781,162,21,84,88,680,889,806,165,133,942,83,417,61,109,596,829,295,254,758,389,534,486,793,811,910,231,569,728,445,984,750,14,870,741,538,437,840,68,646,311,952,288,297,930,77,145
"SEC31A",284,47,179,219,577,988,502,840,27,500,781,0,25,484,919,85,166,303,686,189,22,367,56,728,302,320,239,787,538,692,649,452,612,35,308,185,418,25,828,659,414,36,946,789,194,722,548,325,298,70,898,478,90,231,654,150,221,511
"XBP1",253,643,445,762,182,931,598,161,573,575,162,25,0,845,653,312,110,77,568,403,617,274,100,453,812,353,612,85,896,39,129,707,382,582,544,35,162,467,305,79,459,293,103,967,671,98,368,816,246,124,468,480,464,52,50,326,71,557
"HERPUD1",876,13,868,726,121,540,953,377,654,501,21,484,845,0,465,759,549,800,948,950,965,364,762,712,904,486,137,381,331,348,476,550,706,950,458,260,163,667,343,786,939,866,463,977,798,601,433,163,531,871,844,397,560,415,166,869,404,581
"DCTN1",13,595,294,494,950,821,617,381,783,605,84,919,653,465,0,480,735,964,334,869,778,981,845,329,821,938,37,952,228,285,160,802,492,564,647,441,859,808,546,898,689,873,482,84,988,774,198,150,761,632,296,781,387,250,852,713,256,449
"SRPRB",914,38,682,474,130,968,29,519,945,821,88,85,312,759,480,0,203,884,600,8,408,461,100,652,523,308,194,13,627,106,804,344,413,397,778,48,715,925,395,509,720,404,678,879,970,353,995,760,220,12,958,651,34,3,96,18,46,884
"HSPA5",164,72,217,927,333,945,319,821,847,121,680,166,110,549,735,203,0,629,919,341,13,367,584,672,233,341,653,241,327,836,642,982,294,151,359,254,399,295,668,362,85,785,838,25,756,377,163,732,222,295,626,551,520,229,330,124,338,657
"DDX11",84,807,108,404,969,258,581,955,403,711,889,303,77,800,964,884,629,0,900,652,958,899,1000,781,821,252,625,225,111,683,157,825,295,927,894,704,949,161,721,506,874,910,621,664,655,327,978,990,320,517,720,345,451,966,200,581,575,322
"TATDN2",488,564,725,670,633,151,626,523,977,676,806,686,568,948,334,600,919,900,0,623,114,460,80,348,872,588,219,33,835,528,202,956,542,563,698,803,326,339,525,643,631,60,345,287,831,474,522,700,26,662,798,279,291,431,539,611,942,871
"SYVN1",315,146,368,783,729,878,582,416,54,385,165,189,403,950,869,8,341,652,623,0,6,792,13,998,401,863,122,767,118,592,177,991,394,18,355,755,358,37,348,504,465,158,819,281,893,53,533,847,971,614,958,896,839,314,387,882,822,340
"DNAJB11",146,80,10,388,503,423,13,608,746,599,133,22,617,965,778,408,13,958,114,6,0,382,155,126,739,268,86,10,658,179,730,92,104,165,764,3,918,290,205,241,249,349,163,698,311,2,883,900,67,278,736,706,32,6,118,0,384,770
"EXTL1",389,821,85,678,247,156,29,500,855,668,942,367,274,364,981,461,367,899,460,792,382,0,587,71,31,894,970,15,903,517,515,740,491,769,211,575,205,108,427,434,203,857,438,188,647,335,947,658,426,275,691,620,860,722,91,375,556,565
"ATP6V0D1",391,42,800,886,76,656,185,629,825,609,83,56,100,762,845,100,584,1000,80,13,155,587,0,496,359,225,422,83,608,141,463,172,490,384,507,215,966,792,551,456,490,868,858,109,534,444,114,731,263,42,889,510,22,2,546,120,115,668
"HDGF",573,452,886,890,63,628,983,875,279,750,417,728,453,712,329,652,672,781,348,998,126,71,496,0,210,481,546,661,186,341,582,893,180,535,666,434,49,178,719,931,714,629,142,153,681,683,965,501,681,941,631,728,700,605,149,569,464,83
"EXTL2",83,871,503,747,118,296,578,213,249,541,61,302,812,904,821,523,233,821,872,401,739,31,359,210,0,98,141,414,107,840,535,907,204,987,420,905,320,224,783,80,989,406,317,271,284,87,552,246,603,959,793,111,927,249,919,899,298,480
