"","CCL2","FKBP14","ACADVL","ADD1","EDEM1","HSP90B1","CUL7","WIPI1","PLA2G4B","TLN1","KLHDC3","SEC31A","XBP1","HERPUD1","DCTN1","SRPRB","HSPA5","DDX11","TATDN2","SYVN1","DNAJB11","EXTL1","ATP6V0D1","HDGF","EXTL2","CTDSP2","DDIT3","SHC1","TSPYL2","TPP1","PDIA5","EXTL3","ARFGAP1","DNAJB9","SULT1A3","DNAJC3","SERP1","IGFBP1","YIF1A","ZBTB17","LMNA","WFS1","KDELR3","CXCL8","CALR","HYOU1","GSK3A","ASNS","PREB","SSR1","CXXC1","MYDGF","PPP2R5B","GOSR2","ATF4","GFPT1","PDIA6","ATF3"
"KLHDC3",129,241,260,3,43,87,182,13,635,15,0,8,45,12,733,5,119,2,0,0,7,90,379,3,1,0,0,682,0,32,153,506,60,0,67,37,681,849,803,459,200,22,622,937,819,260,0,41,0,938,195,676,13,12,0,147,21,205
"SEC31A",73,0,99,689,927,162,706,741,983,903,8,0,762,253,53,4,130,214,812,553,1,214,542,62,17,182,179,913,84,423,6,171,105,759,22,143,118,917,286,647,672,274,52,469,9,188,655,276,58,17,952,85,310,5,75,76,57,247
"XBP1",421,542,817,767,460,508,379,648,143,842,45,762,0,4,287,342,412,594,572,0,730,431,158,297,406,189,144,270,14,54,199,490,842,204,333,532,188,68,613,794,10,312,971,567,858,414,618,661,914,935,308,333,640,549,11,603,374,39
"HERPUD1",188,869,761,239,905,381,486,977,323,317,12,253,4,0,557,664,0,750,619,8,501,263,30,49,733,783,74,53,95,873,202,507,531,190,189,291,32,34,723,750,9,518,918,845,276,354,452,198,563,440,110,566,587,13,26,43,157,124
"DCTN1",270,870,364,249,663,221,951,853,718,15,733,53,287,557,0,267,85,7,664,997,55,959,892,150,855,298,7,289,578,134,72,383,724,216,514,730,593,631,117,504,882,655,696,500,902,483,16,729,639,364,469,253,24,67,2,957,660,112
"SRPRB",157,358,328,259,204,77,416,347,522,51,5,4,342,664,267,0,148,131,24,8,0,748,762,13,59,300,599,566,47,726,83,291,444,695,0,312,246,90,553,2,138,68,966,1000,7,68,120,938,27,407,456,74,31,757,819,750,50,905
"HSPA5",2,362,53,1,531,12,305,691,762,1,119,130,412,0,85,148,0,244,251,794,97,304,956,84,331,126,402,12,835,4,15,33,228,641,19,710,619,425,481,561,934,865,309,504,5,59,152,991,352,656,212,192,42,55,981,694,29,392
"DDX11",11,726,4,2,292,30,367,31,500,845,2,214,594,750,7,131,244,0,203,0,4,248,175,15,159,441,16,510,307,827,351,415,0,988,1,815,592,577,0,0,122,748,910,777,17,475,91,89,0,818,23,35,7,621,1,215,346,773
"TATDN2",789,829,193,81,995,291,881,10,838,469,0,812,572,619,664,24,251,203,0,116,74,433,890,108,537,836,272,356,113,735,985,479,114,139,41,530,659,136,291,368,555,503,93,845,71,919,405,80,5,809,452,152,960,530,135,402,460,805
"SYVN1",1,510,158,953,134,87,562,611,939,272,0,553,0,8,997,8,794,0,116,0,0,308,33,216,195,29,43,5,0,662,89,588,817,207,0,841,120,89,121,675,220,23,516,599,628,139,592,0,0,311,932,544,14,573,134,482,21,614
